"n","algorithm","missingness","perc_missing","time","precision","recall","f1","shd","time_sd","precision_sd","recall_sd","f1_sd","shd_sd"
1000,"EM","MAR",0.1,1.95380000000005,0.679199004426946,0.789541229972264,0.72850141514465,0.476034042327146,0.101874432513931,0.17872477229171,0.152012912111436,0.166565186107086,0.268235786727973
1000,"EM","MAR",0.2,2.57149999999892,0.679182514383717,0.829253207184242,0.743810290044799,0.497600893980204,0.140264234771543,0.177000826120026,0.149310006113662,0.163710960020627,0.325221342272382
1000,"EM","MAR",0.3,2.84350000000195,0.658337703298374,0.804344634861876,0.721408758974822,0.517428213548903,0.0903096524921837,0.155534664025576,0.162078290167688,0.153341900998695,0.274917912978095
1000,"EM","MAR",0.4,3.04879999999976,0.625089166805452,0.77134517651759,0.686506655630991,0.618170712481057,0.12412520560601,0.201839616643465,0.154289264266223,0.183673026484392,0.401323829929102
1000,"EM","MAR",0.5,3.1803000000029,0.598546872327267,0.795307210652038,0.680545242250357,0.649328985966917,0.105459892325877,0.128242741272228,0.10134516487068,0.119180575864988,0.291503868565854
1000,"EM","MCAR",0.1,1.9332000000024,0.691669913660904,0.818294191052812,0.746758324678229,0.462324316203627,0.0925680530431367,0.200077813171812,0.161572472506457,0.183823678126921,0.325456113324967
1000,"EM","MCAR",0.2,2.67840000000069,0.637999392421535,0.782343565102186,0.69986861905963,0.566894868619007,0.12643065732397,0.198659254811844,0.17677269418769,0.190807731875185,0.393770436425718
1000,"EM","MCAR",0.3,2.94549999999872,0.651949315395436,0.812713822886237,0.722238818127621,0.513962430341741,0.12004929542957,0.145579150020429,0.143819662959647,0.14370786804047,0.257773225609267
1000,"EM","MCAR",0.4,3.09320000000007,0.623606492910311,0.797110502369123,0.697706479689296,0.586653655446759,0.140959253372915,0.168551368311576,0.159695872193708,0.164795037195723,0.297312435587026
1000,"EM","MCAR",0.5,3.20259999999689,0.579459349265591,0.777915853174474,0.659173505272357,0.711315172349655,0.133291826873235,0.148200154798812,0.0986693665325237,0.122136239239504,0.276641979516141
1000,"EM","MNAR",0.1,1.88850000000093,0.706544791256258,0.809787720304962,0.751155704826155,0.441848295382778,0.0666370767650914,0.200773124635477,0.146395426280021,0.173962777753987,0.295510446165184
1000,"EM","MNAR",0.2,2.55879999999888,0.671859184194069,0.810686058789507,0.731055517749646,0.480135528497597,0.126511132579476,0.176082281014882,0.142671480501014,0.157114352851518,0.282494921873339
1000,"EM","MNAR",0.3,2.8794000000009,0.613869705656292,0.795244593348042,0.689910002808414,0.621055879504155,0.118168617754327,0.137357831233742,0.116379621073883,0.126537069358228,0.296550196927256
1000,"EM","MNAR",0.4,3.03789999999863,0.61179307332219,0.805862456379698,0.694113654101985,0.621774472550335,0.0982055101401079,0.174038926000105,0.186307663345662,0.180820233012316,0.375610128831953
1000,"EM","MNAR",0.5,3.22210000000341,0.550219726191019,0.759400479917721,0.633956798365421,0.742178486057796,0.187048092451187,0.155811327063649,0.102524476620167,0.139183509154136,0.317498047033262
1000,"EM","oracle",0.1,0.0620000000002619,0.741316731387941,0.82736545529649,0.779425339976741,0.372448608655505,0.0186010752386159,0.212931218139412,0.172199019289451,0.193154056069331,0.31514548567229
1000,"EM","oracle",0.2,0.056799999998475,0.741316731387941,0.82736545529649,0.779425339976741,0.372448608655505,0.0141876315482506,0.212931218139412,0.172199019289451,0.193154056069331,0.31514548567229
1000,"EM","oracle",0.3,0.0645999999986088,0.741316731387941,0.82736545529649,0.779425339976741,0.372448608655505,0.0183738945258047,0.212931218139412,0.172199019289451,0.193154056069331,0.31514548567229
1000,"EM","oracle",0.4,0.0565999999998894,0.741316731387941,0.82736545529649,0.779425339976741,0.372448608655505,0.0155863187863199,0.212931218139412,0.172199019289451,0.193154056069331,0.31514548567229
1000,"EM","oracle",0.5,0.0655000000013388,0.741316731387941,0.82736545529649,0.779425339976741,0.372448608655505,0.014339146108331,0.212931218139412,0.172199019289451,0.193154056069331,0.31514548567229
1000,"FCI","MAR",0.1,20.6314000000006,0.561349983286482,0.804005631936666,0.659861190641263,0.77471293514397,42.7912109361009,0.0302962300590254,0.0933135262043358,0.0482286981026361,0.0706625928833483
1000,"FCI","MAR",0.2,69.973000000001,0.552723866712997,0.803211831142866,0.652927699085999,0.788270661201696,62.2574515593654,0.0289086206682351,0.0857648713632623,0.0379322888275583,0.0610787342988138
1000,"FCI","MAR",0.3,101.912499999999,0.557563533889621,0.775049287980322,0.646165342217012,0.784779615124443,192.644932269043,0.0360804354296717,0.0972738398662188,0.0466015488326257,0.072231665317467
1000,"FCI","MAR",0.4,187.845499999998,0.554427766275592,0.791606826951655,0.650401851191364,0.786872614803649,215.891862031408,0.0315489637101627,0.0825937799074844,0.0379012337159997,0.0660641868911926
1000,"FCI","MAR",0.5,257.602499999998,0.532179105918236,0.781469394228015,0.629792522314437,0.822100187272601,225.936860940419,0.0451288309361344,0.09233484591637,0.0395862604770458,0.0849947963491672
1000,"FCI","MCAR",0.1,18.9452999999987,0.565817750623815,0.801129769060804,0.661446084974687,0.770642456073491,17.3616838024306,0.030685968310836,0.0921891985569538,0.0431696874993807,0.0704506585747753
1000,"FCI","MCAR",0.2,90.9859999999986,0.558791341508733,0.797544280302901,0.655509166610369,0.780378195895437,169.744926252434,0.0312178321717365,0.0840730452267588,0.0392416234789554,0.0651411982026054
1000,"FCI","MCAR",0.3,78.9840999999993,0.556456499153868,0.79275929827654,0.652097396032086,0.785552118483153,127.660989092595,0.0371903043694757,0.0770487773703326,0.0385660703550828,0.070655607721518
1000,"FCI","MCAR",0.4,209.1324,0.533795482295482,0.79156303932166,0.635991754445158,0.814769672700707,252.42413726733,0.0384613741350722,0.0872765162215546,0.0457701410809911,0.0751205190955411
1000,"FCI","MCAR",0.5,161.5899,0.545560470930036,0.744009839440874,0.625640072791907,0.803828114259149,118.135695313526,0.0389232387089402,0.113358471952948,0.0466060844315946,0.0652363739856933
1000,"FCI","MNAR",0.1,83.9055000000008,0.557215832413201,0.796921859852894,0.654754094025268,0.782028952459987,189.357607026287,0.0330976510856828,0.0761620940626319,0.0416430657817322,0.072288315693617
1000,"FCI","MNAR",0.2,60.229300000002,0.554135132982959,0.789540212298833,0.649516595415749,0.786473211990453,87.543403066454,0.0278151062259734,0.0909937052637235,0.0416585694935477,0.0622435110147046
1000,"FCI","MNAR",0.3,76.8359999999986,0.557348586196412,0.792797198142026,0.65300209989436,0.7829264584437,84.9446912866118,0.0373775181314311,0.0838062437249037,0.0433546631403513,0.0714986379808334
1000,"FCI","MNAR",0.4,198.092399999999,0.55155878903705,0.774862170293205,0.641477864044333,0.79578861880586,191.928209150192,0.0462786092620161,0.0878277102950662,0.0435423799799006,0.0775120869244268
1000,"FCI","MNAR",0.5,196.217599999999,0.534013490133055,0.756078304009339,0.622799653648632,0.816502186847014,166.559882143328,0.0361386667048001,0.113120755783394,0.0530189209614738,0.0753952082064914
1000,"FCI","oracle",0.1,15.3582000000009,0.569388604085972,0.809272437203472,0.667190617449688,0.764755010186045,13.4971652809826,0.0321621212183805,0.0863483871548466,0.0447751421711619,0.0730521141781583
1000,"FCI","oracle",0.2,15.3015000000007,0.569388604085972,0.809272437203472,0.667190617449688,0.764755010186045,13.4910357171805,0.0321621212183805,0.0863483871548466,0.0447751421711619,0.0730521141781583
1000,"FCI","oracle",0.3,15.3429999999993,0.569388604085972,0.809272437203472,0.667190617449688,0.764755010186045,13.5113879540351,0.0321621212183805,0.0863483871548466,0.0447751421711619,0.0730521141781583
1000,"FCI","oracle",0.4,15.3017999999975,0.569388604085972,0.809272437203472,0.667190617449688,0.764755010186045,13.4808922042341,0.0321621212183805,0.0863483871548466,0.0447751421711619,0.0730521141781583
1000,"FCI","oracle",0.5,15.3479000000021,0.569388604085972,0.809272437203472,0.667190617449688,0.764755010186045,13.4919392185764,0.0321621212183805,0.0863483871548466,0.0447751421711619,0.0730521141781583
1000,"GES","MAR",0.1,0.0129000000008091,0.692553339493221,0.758368686558342,0.723026046083628,0.471577887784784,0.00344641520792939,0.149145184185909,0.134666034406949,0.140990746491641,0.223115809881003
1000,"GES","MAR",0.2,0.0124000000017986,0.647077947038608,0.713210731745215,0.678214982765341,0.548676529538598,0.00222111083270051,0.120095191864819,0.121094294434418,0.120059575064554,0.175059025148675
1000,"GES","MAR",0.3,0.0104999999995925,0.508920454545455,0.53222824059031,0.517717890039404,0.82584076428904,0.00164991582224726,0.137787102758627,0.109249535859479,0.120116643851907,0.247741186463146
1000,"GES","MAR",0.4,0.0111999999986438,0.348835238441563,0.38354939251491,0.358500488176676,1.20960570339881,0.00193218356822586,0.110487095525564,0.0631745881685308,0.0807919640286677,0.42462208843459
1000,"GES","MAR",0.5,0.015500000002794,0.246225040045255,0.352176991487336,0.280830212192778,1.6604201744719,0.00675359986284821,0.105115801300179,0.112532842411333,0.101088503217477,0.717975602876707
1000,"GES","MCAR",0.1,0.0139999999999418,0.668192129881261,0.722279925469581,0.691860516336303,0.529127200075476,0.00575422550298077,0.206528171865643,0.161902086363986,0.185444308320771,0.314420191214117
1000,"GES","MCAR",0.2,0.0126999999993131,0.636948569297924,0.672602435619677,0.651978018846703,0.588705019739503,0.00485455112753311,0.109901692502025,0.102876032541399,0.0970575085831936,0.148126467570148
1000,"GES","MCAR",0.3,0.0114000000008673,0.440882048747986,0.48907277019346,0.460587705068911,0.973771556961212,0.00222111083139018,0.102331913733387,0.126328833914623,0.104401214793234,0.166723853197014
1000,"GES","MCAR",0.4,0.0174000000013621,0.178475042466003,0.346469796124969,0.227163143325361,2.13671920809852,0.00488080139308286,0.0781230064889928,0.130413141944889,0.08148469276404,0.753426475224016
1000,"GES","MCAR",0.5,0.0154999999969732,NA,NA,NA,NA,0.0096522881575266,NA,NA,NA,NA
1000,"GES","MNAR",0.1,0.0125999999982014,0.673406539331008,0.757474153163808,0.709110831544321,0.501199386975249,0.00419523539230198,0.171426098670147,0.142323550212778,0.152267395024084,0.283878029033645
1000,"GES","MNAR",0.2,0.0115000000005239,0.591483794322504,0.61876067729516,0.602119989965098,0.654952765728628,0.00263523138531434,0.167963864081403,0.13448605844285,0.147668814924411,0.249452220407721
1000,"GES","MNAR",0.3,0.0109000000011292,0.495455348396525,0.513462977428495,0.501885854905972,0.841117698445285,0.00137032032018694,0.0718353758930061,0.120263971578147,0.0844995181741116,0.111313941067373
1000,"GES","MNAR",0.4,0.0113999999986845,0.343643221446306,0.380315487039625,0.358955178130508,1.1747445787101,0.00183787316468052,0.093108718629935,0.0944304696612819,0.08918426204517,0.213422749999007
1000,"GES","MNAR",0.5,0.0157999999995809,0.188929844335321,0.334489863972623,0.230687031462011,2.01551693827556,0.0032249031039874,0.0925507773830487,0.149522835704508,0.0905986602881994,0.843516952723772
1000,"GES","oracle",0.1,0.0141999999999825,0.748302458784005,0.830585103516138,0.784719901693025,0.384816803782321,0.00364539283145137,0.189245393794631,0.150826535182271,0.169528709632513,0.314930269928444
1000,"GES","oracle",0.2,0.0135000000009313,0.748302458784005,0.830585103516138,0.784719901693025,0.384816803782321,0.00383695481043326,0.189245393794631,0.150826535182271,0.169528709632513,0.314930269928444
1000,"GES","oracle",0.3,0.0134999999994761,0.748302458784005,0.830585103516138,0.784719901693025,0.384816803782321,0.00400693842597645,0.189245393794631,0.150826535182271,0.169528709632513,0.314930269928444
1000,"GES","oracle",0.4,0.0135999999991327,0.748302458784005,0.830585103516138,0.784719901693025,0.384816803782321,0.00397771570201199,0.189245393794631,0.150826535182271,0.169528709632513,0.314930269928444
1000,"GES","oracle",0.5,0.0137000000031549,0.748302458784005,0.830585103516138,0.784719901693025,0.384816803782321,0.00380204623275796,0.189245393794631,0.150826535182271,0.169528709632513,0.314930269928444
1000,"GS","MAR",0.1,0.134399999999005,0.813004331706157,0.854352379524793,0.829604278344921,0.273473797611729,0.0602314056144018,0.0680015835081665,0.0894180424642923,0.0527979672603701,0.0947581359596876
1000,"GS","MAR",0.2,0.115999999999622,0.76071845154654,0.805257065601893,0.780080042310809,0.364313148795907,0.0353207524769788,0.092755428813183,0.0814159800584953,0.0768394767059462,0.121655340086058
1000,"GS","MAR",0.3,0.102500000000873,0.767520381445716,0.757273890291132,0.755929093450413,0.369238290962429,0.0275650745214247,0.0889846022500161,0.1391735495103,0.0951104732142136,0.116649265930392
1000,"GS","MAR",0.4,0.0942999999999301,0.730543229259496,0.668909599513048,0.694004515001453,0.446643263281194,0.0184032002041274,0.119700691562889,0.146171152563534,0.119853600730356,0.148538199424702
1000,"GS","MAR",0.5,0.0897000000011758,0.747087725889335,0.693685661961524,0.716594408987985,0.420651909445013,0.0188092766716556,0.0540319389701088,0.125501755071161,0.0851300718522382,0.135471762009043
1000,"GS","MCAR",0.1,0.151600000001781,0.804436705998458,0.833791551463965,0.816065730412043,0.297780152176704,0.0916711514062713,0.0877837618203195,0.0962050611302017,0.0768933497881298,0.117520269091793
1000,"GS","MCAR",0.2,0.120699999999488,0.834814812233728,0.838980531739152,0.836332428525841,0.27047858763376,0.0470603631296422,0.073884309064768,0.0542787415000848,0.0603330205245822,0.0929083190038248
1000,"GS","MCAR",0.3,0.116300000000047,0.765293805176652,0.757963630808458,0.76060153596205,0.355485872468631,0.0520214699281836,0.117227015996273,0.0886328208295758,0.100646002269263,0.154433764379787
1000,"GS","MCAR",0.4,0.0894999999996799,0.799809080867798,0.690880341311376,0.738959192756035,0.382080001648967,0.0210778978491717,0.0960541259043021,0.102029928823129,0.0912184445018766,0.151197213322677
1000,"GS","MCAR",0.5,0.0827000000004773,0.761924772085776,0.648664211681453,0.69953773235016,0.457291616429547,0.0195791839536433,0.0807054944414239,0.0750538427815759,0.0717145488229751,0.115428479375687
1000,"GS","MNAR",0.1,0.133499999999185,0.769286116725141,0.824879365224193,0.793684556249956,0.321563095959648,0.0514851650690942,0.0931213406255585,0.10743046866376,0.0881943381730461,0.126333442800472
1000,"GS","MNAR",0.2,0.116899999998714,0.789547181737335,0.770204015462636,0.776455399918147,0.334243146053491,0.0346007385916904,0.108551068725222,0.119717239345794,0.10380313644446,0.134937161107051
1000,"GS","MNAR",0.3,0.106599999999889,0.736373524477542,0.70509363811088,0.718236417432799,0.408954630851183,0.0409042241753046,0.13077440177261,0.138291898700902,0.129327527270719,0.144962897930434
1000,"GS","MNAR",0.4,0.0966999999996915,0.776696245963487,0.737974000991242,0.753938453388517,0.394137880862019,0.0322250765026986,0.107996185883257,0.0866776398274385,0.0835377095760245,0.145517762339368
1000,"GS","MNAR",0.5,0.0863000000012107,0.754419529952612,0.654810020413469,0.700252559188583,0.433546265270403,0.01948247075082,0.101475359390822,0.0942640375364596,0.0942482654610915,0.122753700715859
1000,"GS","oracle",0.1,0.104499999999098,0.868644897515865,0.836128751387372,0.847019909586941,0.233624410434755,0.0253124914268726,0.0728263631125504,0.0990512164929663,0.0536090114721576,0.0763502708447933
1000,"GS","oracle",0.2,0.0946000000003551,0.868644897515865,0.836128751387372,0.847019909586941,0.233624410434755,0.0292961886037294,0.0728263631125504,0.0990512164929663,0.0536090114721576,0.0763502708447933
1000,"GS","oracle",0.3,0.0947000000014668,0.868644897515865,0.836128751387372,0.847019909586941,0.233624410434755,0.0291244456320807,0.0728263631125504,0.0990512164929663,0.0536090114721576,0.0763502708447933
1000,"GS","oracle",0.4,0.0937000000012631,0.868644897515865,0.836128751387372,0.847019909586941,0.233624410434755,0.0285347741063413,0.0728263631125504,0.0990512164929663,0.0536090114721576,0.0763502708447933
1000,"GS","oracle",0.5,0.0959000000031665,0.868644897515865,0.836128751387372,0.847019909586941,0.233624410434755,0.0298233689133817,0.0728263631125504,0.0990512164929663,0.0536090114721576,0.0763502708447933
